"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USW00094741","TETERBORO AIRPORT, NJ US","2017-06-29","11.18",,," 1256","0.00",,,,"86","62",,,"  210","  210",,,"21.0","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-06-30","11.18",,," 1724","0.00",,,,"93","73",,,"  210","  200",,,"21.9","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-01","7.38",,," 1818","0.16",,,,"91","71",,,"  200","  200",,,"23.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-02","6.93",,," 1733","0.00",,,,"90","70",,,"  220","  230",,,"17.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-03","5.82",,," 2147","0.18",,,,"89","68",,,"  330","  320",,,"21.9","27.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-04","3.80",,," 1315","0.00",,,,"87","67",,,"  330","  320",,,"10.1","15.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-05","7.16",,," 1334","0.00",,,,"89","68",,,"  130","  130",,,"16.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-06","5.82",,," 0750","0.00",,,,"79","70",,,"  170","  130",,,"12.1","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-07","5.82",,," 1923","1.24",,,,"83","68",,,"  320","  280",,,"14.1","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-08","7.38",,," 1620","0.00",,,,"85","68",,,"  260","  260",,,"21.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-09","6.04",,," 1123","0.00",,,,"83","65",,,"  320","  320",,,"15.0","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-10","7.38",,," 1513","0.03",,,,"88","61",,,"  220","  140",,,"19.9","29.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-11","7.38",,," 1659","0.01",,,,"89","74",,,"  270","  250",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-12","7.38",,," 1651","0.00",,,,"91","74",,,"  250","  240",,,"23.9","32.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-13","7.61",,," 1600","0.00",,,,"94","71",,,"  330","  330",,,"23.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-14","5.14",,," 0313","1.12",,,,"71","64",,,"  110","   90",,,"13.0","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-15","6.26",,," 1344","0.02",,,,,,,,"  300","  280",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-16","3.80",,," 1618","0.00",,,,,,,,"  230","  230",,,"12.1","12.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-17","5.82",,," 1506","0.00",,,,,,,,"  150","  150",,,"17.0","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-18","5.82",,," 1659","0.00",,,,"90","71",,,"  160","  140",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-19","6.26",,," 1336","0.00",,,,"94","75",,,"  270","  260",,,"18.1","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-20","5.82",,," 1907","0.00",,,,"95","76",,,"  300","  300",,,"18.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-21","7.38",,," 1417","0.00",,,,"93","74",,,"  270","  280",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-22","4.70",,," 0226","0.36",,,,"92","72",,,"  330","  340",,,"12.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-23","4.70",,," 1830","0.05",,,,"82","72",,,"  120","  130",,,"19.9","38.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-24","7.38",,," 0924","0.81",,,,"72","63",,,"   20","   10",,,"15.0","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-25","4.47",,," 1814","0.00",,,,"73","61",,,"   50","   50",,,"8.9","12.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-26","5.82",,," 1833","0.00",,,,"79","65",,,"  210","  120",,,"14.1","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-27","4.25",,," 1513","0.00",,,,"83","65",,,"  170","  180",,,"15.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-28","4.47",,," 2045","0.00",,,,"87","68",,,"   30","   30",,,"10.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-29","9.40",,," 1549","0.00",,,,"80","64",,,"   10","   30",,,"17.0","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-30","5.59",,," 0810","0.00",,,,"83","59",,,"  360","   10",,,"14.1","19.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-07-31","3.36",,," 1459","0.00",,,,"90","62",,,"  320","  270",,,"12.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-01","2.91",,," 1911","0.00",,,,"93","70",,,"  140","  130",,,"14.1","36.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-02","2.68",,," 0937","0.60",,,,"88","69",,,"  210","  160",,,"16.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-03","4.70",,," 1617","0.00",,,,"89","66",,,"  160","  160",,,"16.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-04","8.95",,," 1422","0.00",,,,"91","72",,,"  160","  130",,,"18.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-05","8.50",,," 1717","0.18",,,,"82","66",,,"  290","  310",,,"19.9","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-06","7.61",,," 1604","0.00",,,,"77","62",,,"  280","  250",,,"14.1","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-07","2.68",,," 1438","0.82",,,,"71","65",,,"  140","  130",,,"10.1","15.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-08","4.70",,," 1333","0.00",,,,"81","66",,,"  300","  310",,,"10.1","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-09","3.36",,," 1335","0.00",,,,"89","59",,,"  160","  140",,,"12.1","19.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-10","4.03",,," 1445","0.00",,,,"89","65",,,"  170","  190",,,"15.0","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-11","6.04",,," 1247","0.00",,,,"86","64",,,"  180","  150",,,"14.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-12","4.92",,," 1037","0.23",,,,"81","64",,,"  200","  170",,,"13.0","18.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-13","5.82",,," 1358","0.00",,,,"85","70",,,"  320","  300",,,"16.1","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-14","4.70",,," 1651","0.00",,,,"85","66",,,"  230","  160",,,"12.1","19.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-15","3.58",,," 1403","0.11",,,,"77","69",,,"  210","  160",,,"12.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-16","6.04",,," 1236","0.00",,,,"88","68",,,"  290","  320",,,"15.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-17","5.14",,," 1426","0.00",,,,"86","69",,,"  220","  220",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-18","6.93",,," 1843","1.78",,,,"86","72",,,"  220","  220",,,"21.0","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-19","5.82",,," 1422","0.00",,,,"88","71",,,"  220","  220",,,"15.0","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-20","7.83",,," 1124","0.00",,,,"84","68",,,"  310","  320",,,"16.1","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-21","6.26",,," 0549","0.00",,,,"88","65",,,"  270","  120",,,"14.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-22","11.18",,," 2145","0.16",,,,"92","73",,,"  240","  230",,,"23.0","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-23","7.16",,," 1457","0.00",,,,"82","68",,,"  290","  280",,,"16.1","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-24","6.04",,," 1611","0.00",,,,"80","62",,,"  260","  330",,,"15.0","19.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-25","5.59",,," 1137","0.00",,,,"79","61",,,"  290","   20",,,"12.1","18.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-26","4.70",,," 1111","0.00",,,,"78","58",,,"   50","  350",,,"12.1","13.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-27","4.70",,," 1223","0.00",,,,"78","57",,,"  110","   80",,,"13.0","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-28","6.71",,," 1055","0.00",,,,"76","59",,,"  100","   90",,,"16.1","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-29","6.93",,," 2215","0.11",,,,"68","62",,,"   50","   50",,,"13.0","19.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-30","8.05",,," 1746","0.00",,,,"80","62",,,"  250","  240",,,"16.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-08-31","8.28",,," 1432","0.00",,,,"83","61",,,"  310","  330",,,"18.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-01","8.28",,," 0857","0.00",,,,"72","53",,,"  320","  320",,,"17.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-02","4.92",,," 1905","0.58",,,,"68","51",,,"  120","  130",,,"10.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-03","7.38",,," 1526","0.37",,,,"72","59",,,"  270","  300",,,"15.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-04","8.72",,," 1507","0.00",,,,"85","57",,,"  220","  240",,,"21.0","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-05","8.28",,," 1858","0.18",,,,"90","66",,,"  300","  310",,,"21.9","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-06","6.04",,," 0820","0.41",,,,"71","61",,,"  350","  330",,,"15.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-07","7.61",,," 1557","0.01",,,,"78","59",,,"  240","  230",,,"21.0","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-08","7.16",,," 1040","0.00",,,,"74","54",,,"  270","  260",,,"17.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-09","7.38",,," 1534","0.00",,,,"70","51",,,"  340","  360",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-10","6.04",,," 1102","0.00",,,,"74","53",,,"   10","  360",,,"17.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-11","3.58",,," 1636","0.00",,,,"79","52",,,"  330","  330",,,"10.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-12","3.13",,," 1446","0.00",,,,"84","55",,,"  240","  170",,,"8.9","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-13","3.36",,," 1210","0.00",,,,"86","57",,,"  160","  170",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-14","4.70",,," 1501","0.00",,,,"86","70",,,"  180","  170",,,"13.0","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-15","3.36",,," 1750","0.00",,,,"87","65",,,"  150","  160",,,"18.1","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-16","3.80",,," 1044","0.00",,,,"84","67",,,"  130","  120",,,"13.0","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-17","3.58",,," 1723","0.00",,,,"84","66",,,"  130","  130",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-18","5.82",,," 1407","0.00",,,,"77","69",,,"  100","  110",,,"13.0","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-19","10.07",,," 1356","0.23",,,,"80","69",,,"   50","   60",,,"17.0","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-20","10.74",,," 0856","0.00",,,,"80","72",,,"  360","  360",,,"17.0","27.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-21","6.93",,," 1010","0.00",,,,"83","70",,,"   10","   20",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-22","10.29",,," 0943","0.00",,,,"84","65",,,"  360","   20",,,"19.9","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-23","6.49",,," 1130","0.00",,,,"89","67",,,"  350","  340",,,"14.1","18.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-24","2.68",,," 1344","0.00",,,,"92","65",,,"  220","  350",,,"13.0","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-25","4.47",,," 1658","0.00",,,,"91","68",,,"  120","  120",,,"15.0","29.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-26","2.91",,," 1608","0.00",,,,"93","67",,,"  130","  120",,,"12.1","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-27","4.25",,," 1424","0.00",,,,"88","69",,,"  120","  110",,,"12.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-28","12.08",,," 1045","0.00",,,,"78","58",,,"  340","  330",,,"21.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-29","3.80",,," 1842","0.00",,,,"73","51",,,"  290","  150",,,"13.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-09-30","8.05",,," 1425","0.00",,,,"66","53",,,"  360","   10",,,"18.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-01","2.91",,," 1316","0.00",,,,"70","47",,,"   10","   30",,,"12.1","15.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-02","2.68",,," 0844","0.00",,,,"75","47",,,"   90","  360",,,"8.9","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-03","4.03",,," 1600","0.00",,,,"73","49",,,"  140","  150",,,"15.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-04","6.71",,," 1305","0.00",,,,"79","49",,,"  220","  160",,,"16.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-05","8.50",,," 2055","0.01",,,,"86","64",,,"  260","  260",,,"17.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-06","3.80",,," 1242","0.00",,,,"84","66",,,"  300","  300",,,"14.1","18.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-07","6.93",,," 1900","0.00",,,,"81","65",,,"  180","  180",,,"16.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-08","9.17",,," 0649","0.09",,,,"80","73",,,"  190","  200",,,"18.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-09","10.51",,," 1237","0.17",,,,"78","73",,,"  170","  190",,,"21.9","29.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-10","6.49",,," 1117","0.00",,,,"82","65",,,"  330","  330",,,"16.1","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-11","5.82",,," 2338","0.02",,,,"76","61",,,"   90","  100",,,"16.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-12","8.50",,," 1156","0.14",,,,"65","55",,,"   60","   70",,,"16.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-13","6.71",,," 1523","0.00",,,,"67","51",,,"   90","   90",,,"12.1","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-14","3.36",,," 1422","0.04",,,,"74","62",,,"  320","  300",,,"8.1","10.1","    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-15","9.62",,," 1751","0.00",,,,"77","63",,,"  210","  200",,,"19.9","25.1","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-16","11.41",,," 1800","0.00",,,,"70","45",,,"  310","  320",,,"19.9","27.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-17","4.92",,," 1944","0.00",,,,"62","39",,,"   20","  150",,,"12.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-18","3.80",,," 1621","0.00",,,,"76","43",,,"  190","  190",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-19","6.49",,," 1202","0.00",,,,"76","47",,,"  220","  190",,,"17.0","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-20","5.82",,," 1135","0.00",,,,"76","47",,,"  310","  330",,,"18.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-21","2.24",,," 1337","0.00",,,,"81","48",,,"  190","  240",,,"10.1","13.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-22","2.91",,," 1710","0.00",,,,"79","49",,,"  140","  150",,,"16.1","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-23","8.95",,," 2017","0.00",,,,"87","57",,,"  170","  160",,,"21.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-24","14.99",,," 1007","0.39",,,,"78","67",,,"  180","  170",,,"31.1","42.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-25","3.80",,," 1608","0.00",,,,"70","57",,,"  130","  120",,,"14.1","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-26","9.17",,," 1637","0.01",,,,"66","45",,,"  290","  310",,,"19.9","27.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-27","4.70",,," 1648","0.00",,,,"66","38",,,"  220","  160",,,"15.0","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-28","6.04",,," 1521","0.00",,,,"69","43",,,"  200","  160",,,"18.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-29",,,," 2238","2.77",,,,"70","60",,,"  250","  240",,,"35.1","42.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-30","12.75",,," 1103","0.10",,,,"59","47",,,"  280","  270",,,"28.0","38.9","    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-10-31","9.62",,," 1406","0.00",,,,"57","43",,,"  240","  230",,,"23.0","33.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-01","3.36",,," 1241","0.00",,,,"56","36",,,"   20","   20",,,"8.1","11.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-02","4.70",,," 1554","0.00",,,,"77","53",,,"  150","  150",,,"17.0","25.1","    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-03","8.95",,," 1730","0.00",,,,"78","50",,,"  340","  340",,,"21.0","28.0","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-04","4.03",,," 0906","0.00",,,,"56","41",,,"  110","   10",,,"12.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-05","4.47",,," 0147","0.06",,,,"60","53",,,"  100","   90",,,"14.1","18.1","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-06","8.95",,," 1802","0.00",,,,"69","45",,,"  320","  320",,,"23.0","36.0","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-07","7.61",,," 2357","0.58",,,,"49","39",,,"   20","   10",,,"14.1","21.0","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-08","6.93",,," 0254","0.00",,,,"51","39",,,"   20","   20",,,"15.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-09","5.59",,," 1916","0.00",,,,"59","35",,,"  240","  140",,,"15.0","19.9","    1",,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-10","15.21",,," 0931","0.00",,,,"52","25",,,"  340","  320",,,"28.0","36.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-11","6.04",,," 1319","0.00",,,,"39","23",,,"  310","   70",,,"14.1","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-12","2.91",,," 2010","0.00",,,,"48","27",,,"  200","  120",,,"12.1","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-13","5.82",,," 1440","0.07",,,,"48","36",,,"   20","   20",,,"10.1","14.1","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-14","5.59",,," 1004","0.00",,,,"48","33",,,"   30","  350",,,"12.1","16.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-15","3.80",,," 1841","0.00",,,,"57","32",,,"  130","  130",,,"15.0","21.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-16","9.84",,," 1757","0.14",,,,"58","42",,,"  270","  270",,,"25.1","33.1","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-17","11.86",,," 0512","0.00",,,,"48","32",,,"  320","  320",,,"29.1","36.9",,,,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-18","3.58",,," 1221","0.11",,,,"53","27",,,"  170","  170",,,"15.0","19.9","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-19","14.99",,," 0953","0.19",,,,"59","37",,,"  290","  290",,,"35.1","50.1","    1",,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-20","10.51",,," 1401","0.00",,,,"48","35",,,"  270","  260",,,"21.9","31.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-21","7.38",,," 1059","0.00",,,,"62","33",,,"  210","  220",,,"21.0","25.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-22","9.62",,," 1357","0.05",,,,"54","35",,,"  320","  320",,,"23.0","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-23","5.14",,," 0010","0.00",,,,"45","30",,,"  310","  320",,,"18.1","25.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-24","2.91",,," 1530","0.00",,,,"51","28",,,"  180","  180",,,"12.1","18.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-25","4.70",,," 1006","0.00",,,,"58","30",,,"  200","  190",,,"15.0","21.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-26","10.07",,," 1018","0.00",,,,"50","36",,,"  320","  320",,,"25.1","32.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-27","8.72",,," 1158","0.00",,,,"52","35",,,"  310","  300",,,"21.9","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-28","6.49",,," 1327","0.00",,,,"56","32",,,"  160","  150",,,"15.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-29","8.50",,," 1405","0.00",,,,"64","40",,,"  320","  330",,,"23.9","31.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-11-30","3.58",,," 1932","0.03",,,,"54","29",,,"  130","  130",,,"8.9","19.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-01","5.37",,," 1116","0.00",,,,"52","35",,,"  320","  340",,,"16.1","23.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-02","1.57",,," 0150","0.00",,,,"49","29",,,"  330","  330",,,"6.9","8.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-03","2.91",,," 0808","0.00",,,,"49","38",,,"  320","  320",,,"8.1","8.9",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-04","4.03",,," 2314","0.00",,,,"52","32",,,"  180","  180",,,"12.1","17.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-05","10.51",,," 0906","0.31",,,,"65","50",,,"  170","  160",,,"19.9","28.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-06","10.29",,," 0300","0.00",,,,"59","37",,,"  280","  280",,,"25.1","30.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-07","9.17",,," 1259","0.00",,,,"46","33",,,"  260","  260",,,"21.9","29.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-08","6.26",,," 1703","0.00",,,,"41","32",,,"  230","  210",,,"12.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-09","5.14",,," 1639","0.32","3.6",,,"35","30",,,"  350","  360",,,"10.1","14.1",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-10","8.28",,," 1251","0.00",,,,"41","26",,,"  270","  270",,,"17.0","23.0",,,,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2017-12-11","6.49",,," 0421","0.00",,,,"42","32",,,"  280","  260",,,"13.0","19.0",,,,,,,,,
